symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl
Grk4	28.2011183320872	0.00925497113919582	0.240848168784539	0.916515505905827	0.964783525488565	ENSMUSG00000052783
Lcor	874.067147732505	0.00882894549385876	0.113064781826404	0.916922201769811	0.964783525488565	ENSMUSG00000025019
Zfp260	1130.89773165009	0.00802206911173137	0.0927434213140572	0.916789413632101	0.964783525488565	ENSMUSG00000049421
Zfp691	124.425543363729	0.00947192549494726	0.169786832683993	0.916707889107037	0.964783525488565	ENSMUSG00000045268
Adora2b	180.358173667799	0.00934026114088344	0.150816914048393	0.917307111435298	0.965055963960223	ENSMUSG00000018500
Mroh3	13.0273528030334	0.0081880602804126	0.276266435903542	0.917288061384318	0.965055963960223	ENSMUSG00000087230
Ercc6l2	523.407530768234	0.00885571969283022	0.116296315666886	0.917513930477679	0.96520726601099	ENSMUSG00000021470
Ccdc85b	228.062299011495	0.00917720285238949	0.137203516926206	0.917892892058868	0.965475811887991	ENSMUSG00000095098
Celf4	85.0220676867334	-0.00937247777279381	0.199263814097367	0.917895248051474	0.965475811887991	ENSMUSG00000024268
Cln6	405.843311094991	-0.00889435187639576	0.121106182188003	0.918216156478985	0.965483183147086	ENSMUSG00000032245
Dnd1	28.3732518509532	-0.00916871766270582	0.232838249272554	0.918218956614979	0.965483183147086	ENSMUSG00000044595
Ercc3	748.012761456955	0.00828022637068578	0.101542576140762	0.918280382613328	0.965483183147086	ENSMUSG00000024382
Gm43445	9.56924094857244	0.00714811629857492	0.293667305719324	0.918207181558973	0.965483183147086	ENSMUSG00000104969
Kremen2	20.0975122699936	-0.00867707249705515	0.259430688606015	0.918236327098926	0.965483183147086	ENSMUSG00000040680
Ppm1l	428.796542645673	0.00887555120638938	0.120177442925121	0.918201264273938	0.965483183147086	ENSMUSG00000027784
Akap17b	143.087134188874	0.00924944838299342	0.170565042860855	0.918670268880179	0.965543414568293	ENSMUSG00000059708
Fbxo22	1126.21422564895	-0.00803147463554165	0.096960042260233	0.918778088708933	0.965543414568293	ENSMUSG00000032309
Fibin	12.9742689118027	-0.00647172545665517	0.301819130929435	0.918897572096685	0.965543414568293	ENSMUSG00000074971
Myef2	328.381624651916	0.00918631587443859	0.157131587934376	0.918891964933349	0.965543414568293	ENSMUSG00000027201
Sdr42e1	258.148143580685	0.00912049277016602	0.14407659132574	0.918904894543454	0.965543414568293	ENSMUSG00000034308
Tmem9	577.699562976377	0.0085893362994661	0.110639379230852	0.91847988739484	0.965543414568293	ENSMUSG00000026411
Trim65	70.2838897800301	0.00926759957923957	0.182957488219365	0.918719291084347	0.965543414568293	ENSMUSG00000054517
Zfp36l2	665.171504532125	-0.00840796405725836	0.106253582673182	0.918800581255016	0.965543414568293	ENSMUSG00000045817
Znrd1as	125.600675954701	0.00922123771133686	0.155492055669476	0.918532000908481	0.965543414568293	ENSMUSG00000036214
Coa5	1732.50563871976	-0.00781501251766928	0.0931667876862158	0.91914674351826	0.965731301741975	ENSMUSG00000026112
Taf13	748.460438517224	-0.00867414681568548	0.116580166426968	0.919266257440721	0.965756508138584	ENSMUSG00000048100
Zeb2	238.983021590778	0.00899904299332244	0.135223834611159	0.919296811891969	0.965756508138584	ENSMUSG00000026872
Ctnnbip1	616.845395282829	0.00837706888640822	0.107244310416837	0.919432474417684	0.965797632866721	ENSMUSG00000028988
Exoc5	2351.50182801568	0.00781785341258651	0.0940086579900644	0.919540325587966	0.965797632866721	ENSMUSG00000061244
P4hb	34427.786208591	-0.0080500008237836	0.0992066184975607	0.919588124714547	0.965797632866721	ENSMUSG00000025130
Zfp955b	146.910177236052	-0.0091251741224873	0.16214485887414	0.919569490182271	0.965797632866721	ENSMUSG00000096910
Gpbp1l1	2190.8701059237	-0.00707867817505905	0.081031500895597	0.919849242233433	0.965939433204208	ENSMUSG00000034042
St3gal4	187.713075663183	-0.00905566972499915	0.150437628600754	0.919799715834963	0.965939433204208	ENSMUSG00000032038
Etf1	9429.32860780363	0.00664180828008528	0.0743351798605553	0.919939773324245	0.965968288370626	ENSMUSG00000024360
Kbtbd11	15.8912743378368	0.00851159752365627	0.258160464904729	0.9200950840325	0.966065155738325	ENSMUSG00000055675
Chfr	1410.47373675747	0.0082344202256821	0.106153189767275	0.920436773078228	0.966159051973858	ENSMUSG00000014668
Dus1l	1581.64503262129	-0.00740753086461077	0.087558886022913	0.920371676570283	0.966159051973858	ENSMUSG00000025155
Gm38144	8.88586212306862	0.00679581660416543	0.296027049701889	0.920376023688444	0.966159051973858	ENSMUSG00000102385
Lrp11	216.558702172935	0.00891558274084102	0.137727298425657	0.920269034385805	0.966159051973858	ENSMUSG00000019796
4930522L14Rik	60.8096443259663	-0.00906404495337155	0.191949171529442	0.920578377544256	0.966175572061951	ENSMUSG00000072762
Larp1b	493.965615379563	0.00885132875099793	0.134836384209039	0.92057864395485	0.966175572061951	ENSMUSG00000025762
Zfp37	90.3163797768995	-0.00901642975628724	0.17029762053924	0.920704180389035	0.966241131905741	ENSMUSG00000028389
Gm15638	12.7080797845912	0.00793019974910773	0.27401032665209	0.920788341276172	0.966263263809231	ENSMUSG00000085826
Tbck	715.380688658595	-0.00879581213138991	0.134138713298676	0.921005387581945	0.96642483135311	ENSMUSG00000028030
Strn3	2596.39069021252	0.00676591316159814	0.077753633411429	0.921101577886127	0.966459569427811	ENSMUSG00000020954
Gm44417	9.04199323209043	-0.00664164300511944	0.296991834479452	0.921376556917087	0.966573865686759	ENSMUSG00000107865
Slc35c1	276.835989661604	0.00891622489676907	0.162019114702629	0.921399786846569	0.966573865686759	ENSMUSG00000049922
Tmem97	770.807915452394	0.00805273973612848	0.10385956566159	0.921391423153106	0.966573865686759	ENSMUSG00000037278
E4f1	539.198516846297	0.00880255429158049	0.141521579494225	0.921560489942414	0.96667625511248	ENSMUSG00000024137
Bhlhe40	1646.66631974187	-0.00783822385230168	0.0992240243918106	0.921703813610732	0.96669421678075	ENSMUSG00000030103
Gm11483	13.0195680794589	0.00774647062308899	0.276327649847714	0.921689233032568	0.96669421678075	ENSMUSG00000083943
Lrig2	1019.31149654969	0.00817537404587442	0.108821367454344	0.921860907684792	0.96679279201335	ENSMUSG00000032913
Arntl2	247.164430264688	0.0086896437938758	0.137966374700072	0.922301400261892	0.966814290313957	ENSMUSG00000040187
Cep135	253.276799394287	-0.00877592504777007	0.155491274988902	0.922449378689237	0.966814290313957	ENSMUSG00000036403
Fabp6	12.8825199239005	0.00363540857223059	0.323099594237622	0.92220452111453	0.966814290313957	ENSMUSG00000020405
Gid4	913.686252768109	-0.00855344302385905	0.125278581834547	0.922060140846693	0.966814290313957	ENSMUSG00000018415
Gm15743	29.1626312668762	-0.0086537496870868	0.238768574095841	0.922161927839001	0.966814290313957	ENSMUSG00000086645
Ino80	870.083341356083	0.00800886954417199	0.105174034465414	0.922279598215332	0.966814290313957	ENSMUSG00000034154
Prmt6	1159.24426917846	-0.00818660421927996	0.110164576339348	0.922153095663872	0.966814290313957	ENSMUSG00000049300
Rpl10	994.614393970936	0.00808600022087943	0.107848776036866	0.922413776368335	0.966814290313957	ENSMUSG00000008682
Zfp275	438.167150949574	-0.00830612818567186	0.115480954870228	0.922425913261741	0.966814290313957	ENSMUSG00000031365
Gm10801	708.405337390689	0.0087705084237405	0.218643462436941	0.922708839072524	0.966907225830801	ENSMUSG00000075015
Klhl32	9.65850172620121	0.00652772152136291	0.297125718283852	0.922603140361527	0.966907225830801	ENSMUSG00000040387
Plch1	14.1748351248953	0.00737652249570386	0.282366360682019	0.922727391752371	0.966907225830801	ENSMUSG00000036834
Dglucy	693.528812562402	-0.00797697402285667	0.106392188689948	0.922994464809855	0.967054794206469	ENSMUSG00000021185
Gm44954	42.9990088366981	0.00851010042996279	0.242770935449467	0.922940200046498	0.967054794206469	ENSMUSG00000109205
Clca3a2	1215.04344371136	0.0083703677261682	0.249424408695756	0.923180895096053	0.96711784141627	ENSMUSG00000028262
Nfkb2	1267.36984189511	0.00876897851124878	0.195867262297281	0.923161622304964	0.96711784141627	ENSMUSG00000025225
Cd36	58.2897747208584	-0.00873702199977197	0.21055821683309	0.923278885777438	0.967154361033186	ENSMUSG00000002944
Col4a4	17.8131989563631	-0.00797033386262219	0.264409869437496	0.923576774912167	0.967253273408707	ENSMUSG00000067158
Gm17251	41.0385469110732	0.0087155805462574	0.205115204802558	0.923569384669369	0.967253273408707	ENSMUSG00000090952
Gm34121	16.8171034855072	0.00799024155333942	0.263859965349319	0.92353954229696	0.967253273408707	ENSMUSG00000108659
Hebp1	181.785272125673	0.00869770035580805	0.182556615736131	0.923688994123328	0.967253273408707	ENSMUSG00000042770
Tasor2	1766.44263923592	-0.00703820057431524	0.0864197361301043	0.923687849168087	0.967253273408707	ENSMUSG00000033799
1700094D03Rik	8.55405944296998	-0.00605689872405956	0.302067848412714	0.923805490809785	0.967309146278854	ENSMUSG00000118506
Chd5	21.8323665252491	-0.00829624587521004	0.248231697029471	0.924056602838856	0.967464879192721	ENSMUSG00000005045
Lyrm7	65.5376415463681	0.00866349157223014	0.197417047512988	0.924080520706729	0.967464879192721	ENSMUSG00000020268
4930578M07Rik	16.6337529896888	-0.00786005919751083	0.263219931149053	0.92494821708693	0.967543790323933	ENSMUSG00000110586
Caap1	331.525584591388	-0.00828137859720076	0.123886987035975	0.924313373150286	0.967543790323933	ENSMUSG00000028578
Eps15l1	1014.60263772097	0.00754642676467592	0.0992720427637675	0.924628786294792	0.967543790323933	ENSMUSG00000006276
Fchsd1	1135.80328617871	0.00719563747098869	0.0908883208616763	0.924424241681195	0.967543790323933	ENSMUSG00000038524
Gm5913	13.5373261867605	0.00688382009142449	0.288604193545201	0.924573596462625	0.967543790323933	ENSMUSG00000081111
Gm6712	41.042711732803	-0.00850346307776171	0.220245930810302	0.924976915997671	0.967543790323933	ENSMUSG00000072761
Gm9392	9.1106201272637	-0.00675850970204888	0.290421142587167	0.924832156974783	0.967543790323933	ENSMUSG00000087298
Gpr37	44.8240777177027	-0.00845625992186955	0.234446461092201	0.924387222978353	0.967543790323933	ENSMUSG00000039904
Gtpbp4	3158.54744421682	0.00656522172846183	0.0790497429460124	0.924337336387401	0.967543790323933	ENSMUSG00000021149
Lrp12	616.498154399798	-0.00821523244191374	0.123880871103611	0.924914957199463	0.967543790323933	ENSMUSG00000022305
Oxct1	5886.71597511731	0.00648592329807441	0.0779483467039795	0.924493029845366	0.967543790323933	ENSMUSG00000022186
Pcdhgb7	46.7036032466578	0.00854140686129453	0.216994967232032	0.924785789057541	0.967543790323933	ENSMUSG00000104063
Styxl1	9.18783075534709	0.0068253898506718	0.289289364942858	0.924798645362305	0.967543790323933	ENSMUSG00000019178
Fam199x	968.179864953867	0.0079544706306711	0.113163366908751	0.925148627311945	0.967657333953642	ENSMUSG00000042595
B230369F24Rik	11.4634059329891	-0.00702252722161436	0.284775034525728	0.92521619458259	0.967661940265243	ENSMUSG00000086350
Chrnb1	24.1174588408659	0.00830283362156345	0.236207125335665	0.925577720154843	0.967750916607343	ENSMUSG00000041189
Hgf	9.1293917832393	0.00633000548430306	0.296549353106972	0.925386853781254	0.967750916607343	ENSMUSG00000028864
Mkrn3	30.5028235110402	0.00808081509105129	0.251016011302562	0.925549602752968	0.967750916607343	ENSMUSG00000070527
Psmd10	1112.40946299657	0.00738515034237627	0.0973184584929636	0.925444956269688	0.967750916607343	ENSMUSG00000031429
Supt7l	594.578467351975	0.00802858813119257	0.118301170012311	0.925617113645391	0.967750916607343	ENSMUSG00000053134
Gm10138	24.2300452175801	0.00786340630896505	0.259456875024926	0.925848513154785	0.967860745242669	ENSMUSG00000100954
Hdgfl2	1044.34294937961	0.00751269483636079	0.101421953018395	0.925787619206452	0.967860745242669	ENSMUSG00000002833
Gm11423	62.5607177557837	-0.00808038665684748	0.247515537512249	0.926134007689668	0.968062496780541	ENSMUSG00000085175
Gm43201	14.7606381349612	0.00788736381892923	0.257016004494643	0.926167886116996	0.968062496780541	ENSMUSG00000104852
Gtf3c4	1308.57997538921	-0.00735970362260537	0.0991506169923591	0.92644090314382	0.968215747060736	ENSMUSG00000035666
Rnh1	5884.73854831992	-0.00683289265945095	0.0872828328313814	0.92638169769657	0.968215747060736	ENSMUSG00000038650
Dcaf8	3074.83424425691	0.00753309300008191	0.104062392367744	0.926517206213955	0.968229440600122	ENSMUSG00000026554
Scai	267.067060335753	-0.0081961851619246	0.136590446265715	0.926589034002651	0.968238455829794	ENSMUSG00000035236
Iars	4735.39732011652	0.00734212704314237	0.0994671648210798	0.926738891497984	0.968329001346959	ENSMUSG00000037851
Nudt17	73.7713858184205	-0.00834572309780346	0.188122153758339	0.926819857612127	0.968347556340297	ENSMUSG00000028100
Snip1	821.8987715853	-0.00768314005517166	0.110582136925712	0.927038729892372	0.968510184257443	ENSMUSG00000050213
Npl	163.672691609869	-0.00823362408726638	0.159607038620577	0.927335694211754	0.968754369950499	ENSMUSG00000042684
Asb7	490.421466171591	0.00779196608107463	0.116560549167019	0.927447471327024	0.968755108973487	ENSMUSG00000030509
Crkl	1135.1858482436	0.00725560883163305	0.099286140570942	0.9275305156516	0.968755108973487	ENSMUSG00000006134
Gm21631	18.0506648284236	-0.00792825769358742	0.247037697885393	0.927589340308883	0.968755108973487	ENSMUSG00000103323
Mr1	145.068137322481	0.0082062621982083	0.159219116365308	0.927566515545638	0.968755108973487	ENSMUSG00000026471
Bud23	898.604453839833	0.00709897016529323	0.0960872274062995	0.927820328026448	0.968930294844253	ENSMUSG00000005378
Fam83f	1521.82527043249	0.00725452916958702	0.100282794079654	0.927917075310299	0.968931887738089	ENSMUSG00000022408
Tm7sf3	505.770392079373	-0.00786436779503644	0.122840962381383	0.927948345750211	0.968931887738089	ENSMUSG00000040234
2810429I04Rik	11.0122951479956	-0.00719494022669008	0.274048904206127	0.928070928549583	0.968985736283877	ENSMUSG00000097709
Csf2rb	20.540715846344	-0.00755912903465203	0.261663803090345	0.928189665794118	0.968985736283877	ENSMUSG00000071713
Nsun3	260.137115250187	-0.00816352939185492	0.170970530299596	0.928186462830724	0.968985736283877	ENSMUSG00000050312
B130046B21Rik	41.7414905006301	0.00806144115745598	0.229741538631233	0.928292380108311	0.969026932628736	ENSMUSG00000097414
Cacnb3	320.235318131182	0.00805680897591151	0.152522487747205	0.92868768253718	0.969373529772405	ENSMUSG00000003352
Leng9	193.503425019707	-0.00800327985604578	0.144654634092557	0.928833705443196	0.969459896947116	ENSMUSG00000043432
Nt5c	1395.92495539919	0.00681067237108794	0.0918427437745576	0.928906733098346	0.969470069559688	ENSMUSG00000020736
Ampd2	1041.7919606326	0.0071039973427303	0.0991825497283123	0.929001723817022	0.969503161367628	ENSMUSG00000027889
Gm17300	154.986301858219	0.00804274142573801	0.167923600522905	0.929190650861668	0.9695682312492	ENSMUSG00000091021
Nmb	11.4277298330476	0.00642199837937936	0.28932909842384	0.929190142096298	0.9695682312492	ENSMUSG00000025723
Mapk8ip3	799.720687974733	-0.00726487182330185	0.104621594054263	0.929305729490891	0.969622269005002	ENSMUSG00000024163
Slu7	1681.11445651992	0.00714093989781857	0.10169345077312	0.929544549663899	0.969805400493798	ENSMUSG00000020409
Tm6sf1	11.3467795035043	0.00653332014167003	0.286071452933325	0.929748173171824	0.969885742407214	ENSMUSG00000038623
Uts2b	15.5884336654802	0.00656545762583042	0.285397610885158	0.929745408783388	0.969885742407214	ENSMUSG00000056423
Pign	2081.67524001517	0.0060746570633678	0.078804076276365	0.929820179855122	0.969894815508986	ENSMUSG00000056536
Teddm3	113.098733455449	0.0079833468736448	0.19473290090937	0.930015721939492	0.970032738297455	ENSMUSG00000090356
Dnttip2	1535.65760990473	0.00729440530762735	0.109214852188592	0.930363718709129	0.970069514674698	ENSMUSG00000039756
Man2b2	455.314056040843	0.0074346724136208	0.114469292196718	0.930322818767595	0.970069514674698	ENSMUSG00000029119
Nckap1l	23.6741477781137	-0.00756580753823181	0.25146410856981	0.930194548163242	0.970069514674698	ENSMUSG00000022488
Snapc3	625.967951271943	0.00723281094543779	0.106947625578957	0.930320965013806	0.970069514674698	ENSMUSG00000028483
Xpo6	1813.31034444664	-0.00643673158377988	0.0868782530138413	0.930430903957572	0.970069514674698	ENSMUSG00000000131
Zfp809	340.32564306562	-0.00761833526704758	0.124100252371886	0.930387071351388	0.970069514674698	ENSMUSG00000057982
Acp6	592.553507582547	0.00731588449213112	0.111933847311777	0.930851971252484	0.970112394529799	ENSMUSG00000028093
Gm19265	8.90216485707065	-0.00524952649531633	0.305276393473247	0.930836862473944	0.970112394529799	ENSMUSG00000107230
Gnao1	13.9798665341578	-0.0071282109417049	0.267776476104772	0.930711601895878	0.970112394529799	ENSMUSG00000031748
Nmrk1	97.6983913134997	-0.0078646600227861	0.173368179502359	0.930844749095868	0.970112394529799	ENSMUSG00000037847
Phf2	395.393825944115	0.00761642940967452	0.126736472526344	0.93076852496589	0.970112394529799	ENSMUSG00000038025
Sike1	1135.86325208104	0.00737881827034797	0.113785265528485	0.930692708909536	0.970112394529799	ENSMUSG00000027854
P2rx3	81.0949930326625	-0.00786309284923162	0.185821299906835	0.931016089694712	0.970179616897187	ENSMUSG00000027071
Pias1	591.121269062617	0.00750935591336542	0.121896551221064	0.931043128434885	0.970179616897187	ENSMUSG00000032405
Gm42783	11.2635910808419	-0.00670419298037698	0.278868503588133	0.931203213194928	0.970280434343079	ENSMUSG00000104795
Slc25a46	1480.09967271517	-0.0063063694585479	0.0858921006319077	0.931328218106868	0.970344688615153	ENSMUSG00000024259
Akap6	351.110923031927	0.00766032827978056	0.234980442501657	0.931422676876728	0.970371005696277	ENSMUSG00000061603
Usp38	1415.74184770295	0.00754063071923583	0.126929033074812	0.931480157295655	0.970371005696277	ENSMUSG00000038250
D830039M14Rik	8.75147420439344	0.00616970237485553	0.290033083032086	0.931560418169931	0.970388631696699	ENSMUSG00000043126
Dlat	3046.09391268918	-0.00698431460871399	0.103812956246909	0.931778443472821	0.970549752107943	ENSMUSG00000000168
Nfe2l3	297.143326428481	-0.00774345481623267	0.177811931941817	0.931970867149291	0.970684185514117	ENSMUSG00000029832
Vps8	706.176476594179	0.00761091778041417	0.147454199151941	0.932437710953054	0.971104400530305	ENSMUSG00000033653
Arl10	142.932171460272	0.00763060206827707	0.163626338556617	0.932726129444798	0.97111406365005	ENSMUSG00000025870
Gm7143	45.2084467879147	0.0075023773244125	0.236878477288194	0.932655996776599	0.97111406365005	ENSMUSG00000114184
Orai1	184.515647579079	0.0075784389319729	0.148417701889323	0.932763932546377	0.97111406365005	ENSMUSG00000049686
Psmg4	227.377028312841	0.00760819043189279	0.15617101902994	0.932751822319418	0.97111406365005	ENSMUSG00000071451
Rps6ka6	570.642952512205	-0.00708412552524133	0.110703320014983	0.932742311388242	0.97111406365005	ENSMUSG00000025665
Col4a3	12.3014440997179	-0.00626310007971776	0.285385576149183	0.932967401625282	0.971247622362581	ENSMUSG00000079465
Hikeshi	660.732221249593	-0.00743043148454348	0.131812497884887	0.933019011639041	0.971247622362581	ENSMUSG00000062797
4930503L19Rik	42.6415800731352	-0.00757448689532987	0.217119996120467	0.933260003905592	0.971257752196789	ENSMUSG00000044906
Dclk1	132.829730551224	0.00759727088895556	0.169883552547898	0.933132683198735	0.971257752196789	ENSMUSG00000027797
Ecd	1474.77521628795	-0.00603331030912143	0.0838527435255764	0.933237777268468	0.971257752196789	ENSMUSG00000021810
Gm49494	16.8071397196355	-0.00687604163012689	0.266613835210668	0.933459618370533	0.971257752196789	ENSMUSG00000116518
Kmt2a	645.233659076506	-0.00700553747361919	0.111409421500564	0.933655626884985	0.971257752196789	ENSMUSG00000002028
Piezo2	21.5543229755564	0.00743081642501921	0.236687141851337	0.933313600722581	0.971257752196789	ENSMUSG00000041482
Scn1b	143.838818355021	-0.00756427754502688	0.173730340382991	0.933482448284674	0.971257752196789	ENSMUSG00000019194
Ttc33	511.527942612011	0.00726380033025215	0.124419745127737	0.933662723015804	0.971257752196789	ENSMUSG00000022151
Vapb	1670.13224910649	-0.00680506599295161	0.104029575042728	0.933591205750849	0.971257752196789	ENSMUSG00000054455
Zfp72	79.3884600322428	0.00757974268987549	0.210787802403352	0.933394054183699	0.971257752196789	ENSMUSG00000069184
4930550C14Rik	12.5019685774399	0.00623588434436508	0.281750317074418	0.934861917659018	0.9714051822905	ENSMUSG00000005131
Glb1l2	50.928275485934	0.0073610548446876	0.228190108069035	0.934598647696329	0.9714051822905	ENSMUSG00000036395
Gm23946	11.0276899445009	-0.00611419156933173	0.284665177267277	0.934882376481144	0.9714051822905	ENSMUSG00000077611
Gm43858	18.606460111517	-0.006158973197221	0.2839013176454	0.934750376279183	0.9714051822905	ENSMUSG00000104546
Gmcl1	320.865450707083	0.0074031940701688	0.141944118039474	0.93401578081092	0.9714051822905	ENSMUSG00000001157
Gnaq	641.429597216679	-0.00707355243599674	0.118599646525944	0.934495432602449	0.9714051822905	ENSMUSG00000024639
Jam3	21.5795884178727	-0.00725227890039349	0.244289257772744	0.934093125540777	0.9714051822905	ENSMUSG00000031990
Klhl24	3070.97242995914	0.0075077796235501	0.175595412485681	0.934004407591834	0.9714051822905	ENSMUSG00000062901
Krt75	36.208086253589	-0.00673793906732226	0.266271848144725	0.934876452338779	0.9714051822905	ENSMUSG00000022986
Mecom	25.1103656885321	0.00741610292710993	0.231093599545586	0.93391171890123	0.9714051822905	ENSMUSG00000027684
Pip4k2b	571.577294198505	0.00736191030456177	0.139187323675695	0.93421928559454	0.9714051822905	ENSMUSG00000018547
Smim41	8.86601425020469	0.0060354163127	0.28702812005589	0.934611397713349	0.9714051822905	ENSMUSG00000075408
Tspan17	313.911896435032	-0.00736974505331623	0.146926006767571	0.934550912100337	0.9714051822905	ENSMUSG00000025875
Wasf1	20.8203200551994	0.00688583298359007	0.260410122266669	0.934823571191489	0.9714051822905	ENSMUSG00000019831
Zfp870	48.8486676408453	-0.0075063309575384	0.201205236829547	0.934167085805708	0.9714051822905	ENSMUSG00000095325
Zfp963	30.0654053091817	0.00740046867232301	0.227160795535482	0.934314203026023	0.9714051822905	ENSMUSG00000092260
Zfp992	30.653520712159	0.00701755240918036	0.256063487790866	0.934447819611023	0.9714051822905	ENSMUSG00000070605
4921534A09Rik	13.3575352245088	-0.00269254504916493	0.325038691407181	0.935275482402942	0.971553214929336	ENSMUSG00000110910
Cdpf1	391.389429947208	0.0071093775917814	0.124590461537398	0.935092531165658	0.971553214929336	ENSMUSG00000064284
Dnaja1	2037.98826361775	-0.00695021584678732	0.116108597543345	0.935179454537311	0.971553214929336	ENSMUSG00000028410
Golga1	1352.8797516194	0.00666748932270612	0.105223288275478	0.935278512648685	0.971553214929336	ENSMUSG00000026754
Spata5	931.408583227659	-0.00712876649676533	0.130319155818481	0.935586665024659	0.971760871115982	ENSMUSG00000027722
Thop1	1582.62443110611	-0.00666462749989868	0.106294079893276	0.935605277347306	0.971760871115982	ENSMUSG00000004929
1700034P13Rik	9.46782730260085	0.00537471518089552	0.297586237030913	0.935868886829851	0.971968771353354	ENSMUSG00000097893
Hoxb5	10.6805246739697	0.00577308910526095	0.289820048053225	0.936048250315784	0.972027933006628	ENSMUSG00000038700
Mrpl48	445.379518897357	-0.00720907380297184	0.148989518605245	0.936052747757623	0.972027933006628	ENSMUSG00000030706
4931428F04Rik	37.8951666330194	0.0072312594794546	0.210583447624317	0.936449559604516	0.972319328972957	ENSMUSG00000014837
Tep1	591.452711750363	-0.00676056353787298	0.11365979538398	0.936460293668145	0.972319328972957	ENSMUSG00000006281
Cfap43	13.9557551926516	0.00663603621478337	0.260560362513229	0.937146828646066	0.972636638090762	ENSMUSG00000044948
Daglb	320.633601508013	-0.00692043301586035	0.127034678071627	0.937114387119014	0.972636638090762	ENSMUSG00000039206
Fam78b	13.3173173933977	-0.00607923740957548	0.280760264035613	0.936879224709776	0.972636638090762	ENSMUSG00000060568
Gm44672	18.6109172480618	-0.00672253403866433	0.256669027983726	0.937083496929032	0.972636638090762	ENSMUSG00000108720
Lsmem1	29.4839033797218	-0.00707230564670415	0.230271998506782	0.937020259820797	0.972636638090762	ENSMUSG00000071342
Rps12-ps4	44.01331226482	0.00719223361370712	0.201055548162218	0.936913332564348	0.972636638090762	ENSMUSG00000109509
Bin1	322.461045831504	0.00685503704057148	0.128570964388227	0.937876835383397	0.973067311375275	ENSMUSG00000024381
Creb3	3137.67580381532	0.00607661741029308	0.0951883363837047	0.937864397601252	0.973067311375275	ENSMUSG00000028466
Gm10175	98.6543075755107	0.00708757499092273	0.178525323766216	0.937723619111066	0.973067311375275	ENSMUSG00000066724
Mark3	5533.48013356123	0.00566079893716096	0.0849217018719898	0.937879368131026	0.973067311375275	ENSMUSG00000007411
Zfp410	1243.37791550966	-0.00665060616658618	0.115037698422137	0.937765411841701	0.973067311375275	ENSMUSG00000042472
Creg1	779.373389718642	0.0065234667284223	0.110695290282003	0.93805184686406	0.973114456524743	ENSMUSG00000040713
Tlr3	26.5741439469005	0.00695928534999644	0.229836137128629	0.938051769199466	0.973114456524743	ENSMUSG00000031639
4932438A13Rik	1513.20480409523	-0.00616845875877792	0.0990204081847626	0.938277990168879	0.973232711750726	ENSMUSG00000037270
Dkk2	16.1695587843827	-0.00556679029395663	0.289876795304254	0.938292895075603	0.973232711750726	ENSMUSG00000028031
Phyh	285.64762880666	-0.00693482428322616	0.15499424780411	0.938658018228858	0.973545517518523	ENSMUSG00000026664
Son	8210.10249043489	-0.00559547965696262	0.0852497429540401	0.938751375723617	0.973576433528691	ENSMUSG00000022961
Egfl7	124.484300046502	-0.00690618236497234	0.158104315169139	0.938984549316041	0.973686428558396	ENSMUSG00000026921
Lime1	24.591141298678	0.00682465340167211	0.234105765699622	0.93894428803249	0.973686428558396	ENSMUSG00000090077
Gm50340	25.5353008986026	0.00665085486872189	0.246311317371991	0.939298044919227	0.973937870687439	ENSMUSG00000118100
Spty2d1	3107.2397937832	-0.00617191261521237	0.102605306466119	0.939354176062506	0.973937870687439	ENSMUSG00000049516
Cd320	248.159459787396	0.00673381877627721	0.135698374692651	0.939592351421006	0.974093764199965	ENSMUSG00000002308
Gm32004	8.92978262835799	-0.00429365045254643	0.309113433446552	0.939631700218478	0.974093764199965	ENSMUSG00000114534
Dhx40	1038.10540048515	-0.00620786519668359	0.105668775711977	0.939848343218201	0.974111808832755	ENSMUSG00000018425
Hmg20a	503.347157081138	-0.00662664146575197	0.128814812656891	0.939967028066228	0.974111808832755	ENSMUSG00000032329
Lgals3bp	43.458822606773	0.00394128050993086	0.31303555751624	0.939948822672962	0.974111808832755	ENSMUSG00000033880
Pbx2	641.015683478542	-0.00624220408548283	0.106617018069676	0.939760847483584	0.974111808832755	ENSMUSG00000034673
Top3a	329.617010388705	0.00665848206303711	0.130371100854565	0.939831403941627	0.974111808832755	ENSMUSG00000002814
Lgi1	9.80476632238301	-0.00540154265133852	0.289865614855627	0.94012136618544	0.974205852946492	ENSMUSG00000067242
Fry	477.181967163234	0.00663847074275665	0.135858069234162	0.94045698018313	0.974487719743358	ENSMUSG00000056602
BC005537	2538.41208473724	0.00550759077447862	0.087130779903499	0.940564379074925	0.974518381350882	ENSMUSG00000019132
Emc1	2893.12124292112	0.00571221000629926	0.0926285809504656	0.940651967145721	0.974518381350882	ENSMUSG00000078517
Gpat4	2538.16596793019	-0.00544645298985365	0.0859008714464836	0.940677403617287	0.974518381350882	ENSMUSG00000031545
Fbrsl1	405.541854526029	0.00664659380854754	0.14388935156272	0.940834202159938	0.97461491494288	ENSMUSG00000043323
Gm43815	15.5410678276943	-0.00583990634366755	0.275551213221283	0.941108440793045	0.974833084039854	ENSMUSG00000105510
5830448L01Rik	10.727233917534	-0.00476259674812858	0.299790939027393	0.941682707841021	0.975032379300112	ENSMUSG00000115007
